,formula,structure,spacegroup,formation_energy_ev_natom,bandgap_energy_ev
272,SnO2,"Full Formula (Sn1 O2)
Reduced Formula: SnO2
abc   :   3.640398   3.640398   3.640398
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  O     0.75  0.75  0.75
  1  O     0.25  0.25  0.25
  2  Sn    0     0     0",225,-1.8803060324999994,0.0
273,TiO2,"Full Formula (Ti12 O24)
Reduced Formula: TiO2
abc   :   4.610237   5.566010  14.967583
angles:  90.000000  90.000000  90.000000
Sites (36)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.001562  0.349796  0.083497
  1  Ti    0         0.036121  0.25
  2  Ti    0.998438  0.349796  0.416503
  3  Ti    0         0.963879  0.75
  4  Ti    0.001562  0.650204  0.583497
  5  Ti    0.998438  0.650204  0.916503
  6  Ti    0.498438  0.150204  0.583497
  7  Ti    0.5       0.536121  0.25
  8  Ti    0.5       0.463879  0.75
  9  Ti    0.501562  0.150204  0.916503
 10  Ti    0.501562  0.849796  0.416503
 11  Ti    0.498438  0.849796  0.083497
 12  O     0.205518  0.632201  0.030133
 13  O     0.205518  0.367799  0.530133
 14  O     0.274605  0.166139  0.695861
 15  O     0.274605  0.833861  0.195861
 16  O     0.211477  0.086751  0.363336
 17  O     0.211477  0.913249  0.863336
 18  O     0.288523  0.586751  0.363336
 19  O     0.288523  0.413249  0.863336
 20  O     0.225395  0.333861  0.195861
 21  O     0.225395  0.666139  0.695861
 22  O     0.294482  0.867799  0.530133
 23  O     0.294482  0.132201  0.030133
 24  O     0.705518  0.132201  0.469867
 25  O     0.705518  0.867799  0.969867
 26  O     0.774605  0.333861  0.304139
 27  O     0.774605  0.666139  0.804139
 28  O     0.711477  0.586751  0.136664
 29  O     0.711477  0.413249  0.636664
 30  O     0.788523  0.086751  0.136664
 31  O     0.788523  0.913249  0.636664
 32  O     0.725395  0.166139  0.804139
 33  O     0.725395  0.833861  0.304139
 34  O     0.794482  0.367799  0.969867
 35  O     0.794482  0.632201  0.469867",60,-3.4798401175000007,2.0838999999999994
274,TiO2,"Full Formula (Ti3 O6)
Reduced Formula: TiO2
abc   :   4.789419   7.287171   2.981976
angles:  78.178510  89.954569  91.881692
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.520168  0.31655   0.332621
  1  Ti    0.480193  0.683963  0.645817
  2  Ti    0.001131  0.00045   0.990327
  3  O     0.819162  0.128376  0.437876
  4  O     0.70067   0.450738  0.771308
  5  O     0.688924  0.805448  0.094558
  6  O     0.311495  0.191928  0.904402
  7  O     0.299909  0.547073  0.223592
  8  O     0.181735  0.86914   0.566649",12,-3.4600781230555544,2.0938
275,TiO2,"Full Formula (Ti4 O8)
Reduced Formula: TiO2
abc   :   2.982063   4.969016   9.556465
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  O     0.25  0.296882  0.468962
  1  O     0.75  0.703118  0.531038
  2  O     0.75  0.796882  0.031038
  3  O     0.25  0.203118  0.968962
  4  O     0.25  0.6385    0.267734
  5  O     0.75  0.3615    0.732266
  6  O     0.75  0.1385    0.232266
  7  O     0.25  0.8615    0.767734
  8  Ti    0.25  0.57666   0.637811
  9  Ti    0.75  0.42334   0.362189
 10  Ti    0.75  0.07666   0.862189
 11  Ti    0.25  0.92334   0.137811",62,-3.45962914888889,2.4757000000000007
276,Ti6O,"Full Formula (Ti12 O2)
Reduced Formula: Ti6O
abc   :   5.113252   5.113252   9.499418
angles:  90.000000  90.000000 120.000000
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0         0         0.5
  1  O     0         0         0
  2  Ti    0.668405  0.668405  0.130421
  3  Ti    0         0.668405  0.369579
  4  Ti    0.668405  0         0.369579
  5  Ti    0.331595  0.331595  0.369579
  6  Ti    0.668405  0         0.869579
  7  Ti    0         0.668405  0.869579
  8  Ti    0.331595  0.331595  0.869579
  9  Ti    0         0.331595  0.630421
 10  Ti    0.331595  0         0.630421
 11  Ti    0.668405  0.668405  0.630421
 12  Ti    0         0.331595  0.130421
 13  Ti    0.331595  0         0.130421",162,-0.9073374323214287,0.0
277,TiO2,"Full Formula (Ti2 O4)
Reduced Formula: TiO2
abc   :   3.445507   3.445507  10.952301
angles:  90.000000  90.000000 120.000000
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.666667  0.333333  0.75
  1  Ti    0.333333  0.666667  0.25
  2  O     0.333333  0.666667  0.406393
  3  O     0.666667  0.333333  0.906393
  4  O     0.333333  0.666667  0.093607
  5  O     0.666667  0.333333  0.593607",194,-0.805490796388888,0.0
278,TiO2,"Full Formula (Ti4 O8)
Reduced Formula: TiO2
abc   :   2.983864   7.447500   7.447589
angles:  87.699213  78.445091  78.444242
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.643898  0.183555  0.528613
  1  Ti    0.172512  0.471387  0.183559
  2  Ti    0.827489  0.528611  0.816441
  3  Ti    0.356102  0.816446  0.471386
  4  O     0.83572   0.703963  0.62455
  5  O     0.460237  0.375432  0.703995
  6  O     0.539764  0.624567  0.296006
  7  O     0.164279  0.296038  0.375451
  8  O     0.156439  0.054776  0.632374
  9  O     0.788811  0.367614  0.054805
 10  O     0.843561  0.945224  0.367627
 11  O     0.21119   0.632387  0.945195",87,-3.4579747613888885,2.5323
279,TiO2,"Full Formula (Ti8 O16)
Reduced Formula: TiO2
abc   :   6.265404  10.517169  11.489369
angles:  90.000000  90.000000  90.000000
Sites (24)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.5       0.002121  0.251634
  1  Ti    0.251908  0.93985   0
  2  Ti    0         0.002121  0.751633
  3  Ti    0.751908  0.93985   0.5
  4  Ti    0.5       0.002121  0.748367
  5  Ti    0.248092  0.93985   0.5
  6  Ti    0.748092  0.93985   0
  7  Ti    0         0.002121  0.248366
  8  O     0.747837  0.038414  0.865271
  9  O     0         0.855498  0
 10  O     0         0.847324  0.751949
 11  O     0.252163  0.038414  0.134729
 12  O     0.5       0.855498  0.5
 13  O     0         0.847324  0.248051
 14  O     0.752163  0.038414  0.634729
 15  O     0.247837  0.038414  0.365271
 16  O     0.247837  0.038414  0.634729
 17  O     0.752163  0.038414  0.365271
 18  O     0         0.850756  0.5
 19  O     0.5       0.847324  0.748051
 20  O     0.5       0.850756  0
 21  O     0.252163  0.038414  0.865271
 22  O     0.747837  0.038414  0.134729
 23  O     0.5       0.847324  0.251949",25,-3.2149542476388895,2.7733
280,Ti3O2,"Full Formula (Ti6 O4)
Reduced Formula: Ti3O2
abc   :   5.128105   5.128828   5.792288
angles: 116.298385  63.713109 119.981461
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.580074  0.75003   0.25003
  1  Ti    0.919904  0.419863  0.250017
  2  Ti    0.249973  0.08021   0.25002
  3  Ti    0.750028  0.919781  0.749979
  4  Ti    0.080105  0.580147  0.749986
  5  Ti    0.419925  0.249971  0.749973
  6  O     0.662268  0.337749  0.013189
  7  O     0.837715  0.162294  0.486858
  8  O     0.162276  0.837675  0.513123
  9  O     0.337729  0.662282  0.986834",167,-2.3618529005000015,0.0
281,Ti10O11,"Full Formula (Ti20 O22)
Reduced Formula: Ti10O11
abc   :  32.781066  22.463504  10.426045
angles:  29.148596  30.505244   6.564250
Sites (42)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.090877  3e-05     3.3e-05
  1  Ti    0.090876  8.6e-05   0.499992
  2  Ti    0.281477  0.992665  0.997912
  3  Ti    0.165736  0.015237  0.505229
  4  Ti    0.335731  0.035005  0.99257
  5  Ti    0.269647  0.013226  0.504315
  6  Ti    0.470676  0.981801  0.008186
  7  Ti    0.331332  0.042801  0.496532
  8  Ti    0.512214  0.047969  0.985835
  9  Ti    0.492734  0.939172  0.526959
 10  Ti    0.669614  0.952042  0.014104
 11  Ti    0.523974  0.035758  0.493075
 12  Ti    0.71124   0.018053  0.991805
 13  Ti    0.65782   0.964283  0.506902
 14  Ti    0.846021  0.965063  0.007508
 15  Ti    0.689228  0.060631  0.472965
 16  Ti    0.900367  0.007273  0.002152
 17  Ti    0.850527  0.957135  0.503485
 18  Ti    0.91225   0.986662  0.495698
 19  Ti    0.015833  0.985117  0.494746
 20  O     0.007775  0.568161  0.21072
 21  O     0.167424  0.4459    0.283533
 22  O     0.01451   0.553938  0.71645
 23  O     0.238869  0.481051  0.245942
 24  O     0.174087  0.431782  0.789241
 25  O     0.313452  0.512018  0.24196
 26  O     0.195536  0.558306  0.712942
 27  O     0.404483  0.508418  0.234597
 28  O     0.337816  0.467547  0.768597
 29  O     0.518297  0.47377   0.26124
 30  O     0.404074  0.504704  0.747215
 31  O     0.593326  0.496259  0.246484
 32  O     0.507285  0.490463  0.750437
 33  O     0.67448   0.509591  0.24959
 34  O     0.588428  0.503794  0.75363
 35  O     0.777797  0.495233  0.252791
 36  O     0.663553  0.526159  0.738823
 37  O     0.843919  0.532645  0.231232
 38  O     0.777249  0.491692  0.765415
 39  O     0.986262  0.441718  0.287095
 40  O     0.868418  0.487917  0.758007
 41  O     0.942966  0.518927  0.754057",2,-2.8752284278769844,0.0
282,TiO2,"Full Formula (Ti16 O32)
Reduced Formula: TiO2
abc   :   5.931612   6.061360  23.744232
angles:  59.300243  60.512640  59.272997
Sites (48)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.48023   0.491493  0.125908
  1  Ti    0.482908  0.483819  0.262363
  2  Ti    0.480217  0.024659  0.12591
  3  Ti    0.127401  0.1182    0.534052
  4  Ti    0.498173  0.495752  0.377939
  5  Ti    0.859633  0.877459  0.221364
  6  Ti    0.134234  0.12816   0.777349
  7  Ti    0.498165  0.99433   0.377941
  8  Ti    0.506233  0.502436  0.623345
  9  Ti    0.875705  0.880351  0.465898
 10  Ti    0.506229  0.997955  0.623343
 11  Ti    0.49058   0.029137  0.869628
 12  Ti    0.49059   0.501777  0.869629
 13  Ti    0.876938  0.877982  0.716778
 14  Ti    0.4804    0.496001  0.0069
 15  Ti    0.854031  0.881774  0.970608
 16  O     0.293437  0.253985  0.062147
 17  O     0.294585  0.248493  0.177112
 18  O     0.293443  0.703996  0.062151
 19  O     0.711838  0.259388  0.067339
 20  O     0.273513  0.742852  0.185196
 21  O     0.297525  0.246678  0.315078
 22  O     0.728073  0.247174  0.191002
 23  O     0.279984  0.235753  0.437137
 24  O     0.297515  0.695479  0.315081
 25  O     0.723867  0.760859  0.063598
 26  O     0.708801  0.254548  0.320529
 27  O     0.728023  0.760789  0.191002
 28  O     0.264762  0.214159  0.566841
 29  O     0.270818  0.75766   0.428474
 30  O     0.748684  0.240385  0.43252
 31  O     0.278812  0.249849  0.68037
 32  O     0.264748  0.75373   0.566836
 33  O     0.721585  0.754496  0.317355
 34  O     0.727541  0.246937  0.569639
 35  O     0.748706  0.780856  0.432512
 36  O     0.278902  0.751047  0.679745
 37  O     0.25378   0.2199    0.81526
 38  O     0.734156  0.242248  0.684163
 39  O     0.293959  0.270326  0.916351
 40  O     0.253795  0.765234  0.815257
 41  O     0.724248  0.753528  0.567161
 42  O     0.740108  0.24433   0.817801
 43  O     0.734149  0.786957  0.684165
 44  O     0.274201  0.744391  0.934259
 45  O     0.711722  0.257783  0.940084
 46  O     0.718938  0.761694  0.814412
 47  O     0.711747  0.770149  0.940086",8,-3.33470867763889,2.0948
283,Ti10O13,"Full Formula (Ti10 O13)
Reduced Formula: Ti10O13
abc   :  12.138346   4.173800   5.100649
angles: 114.151084  86.148052  90.000000
Sites (23)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.152067  0.398123  0.796246
  1  Ti    0.066838  0.681598  0.363194
  2  Ti    0.317778  0.779941  0.559883
  3  Ti    0.232548  0.063416  0.12683
  4  Ti    0.537891  0.846085  0.692168
  5  Ti    0.460388  0.161897  0.323794
  6  Ti    0.76454   0.924351  0.848703
  7  Ti    0.620075  0.537187  0.074374
  8  Ti    0.924227  0.299642  0.599283
  9  Ti    0.846724  0.615454  0.230908
 10  O     0.081625  0.193266  0.386531
 11  O     0.996154  0.494391  0.988782
 12  O     0.152734  0.873018  0.746037
 13  O     0.30299   0.268273  0.536546
 14  O     0.231882  0.58852   0.17704
 15  O     0.388461  0.967147  0.934295
 16  O     0.53983   0.348417  0.696833
 17  O     0.465157  0.648903  0.297807
 18  O     0.771377  0.417814  0.835627
 19  O     0.692308  0.730769  0.461538
 20  O     0.613238  0.043725  0.08745
 21  O     0.919459  0.812635  0.62527
 22  O     0.844785  0.113122  0.226243",12,-3.14424409621377,0.0
284,Ti3O5,"Full Formula (Ti6 O10)
Reduced Formula: Ti3O5
abc   :   3.796493   5.299295  10.071208
angles:  90.000000  90.000000 110.990142
Sites (16)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.267483  0.534965  0.75
  1  O     0.732517  0.465035  0.25
  2  O     0.551483  0.102965  0.877313
  3  O     0.448517  0.897035  0.122687
  4  O     0.448517  0.897035  0.377313
  5  O     0.551483  0.102965  0.622687
  6  O     0.182928  0.365857  0.43098
  7  O     0.817072  0.634143  0.56902
  8  O     0.817072  0.634143  0.93098
  9  O     0.182928  0.365857  0.06902
 10  Ti    0.301712  0.603423  0.25
 11  Ti    0.698288  0.396577  0.75
 12  Ti    0.630602  0.261204  0.057277
 13  Ti    0.369398  0.738796  0.942723
 14  Ti    0.369398  0.738796  0.557277
 15  Ti    0.630602  0.261204  0.442723",63,-3.390234980156251,0.0
285,Ti7O8,"Full Formula (Ti7 O8)
Reduced Formula: Ti7O8
abc   :   8.941309   5.198815   4.103371
angles: 113.243822  90.000000 107.540374
Sites (15)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.114052  0.651318  0.325659
  1  Ti    0.455129  0.703504  0.351752
  2  Ti    0.3349    0.965613  0.982806
  3  Ti    0.775237  0.67703   0.338515
  4  Ti    0.197364  0.336693  0.668346
  5  Ti    0.899799  0.319131  0.659566
  6  Ti    0.569462  0.303691  0.651846
  7  O     0.236516  0.335777  0.167889
  8  O     0.887405  0.374245  0.187123
  9  O     0.55129   0.342905  0.171452
 10  O     0.440285  0.632284  0.816142
 11  O     0.101258  0.687952  0.843976
 12  O     0.676839  0.999319  0.49966
 13  O     0.992069  0.985536  0.492769
 14  O     0.323952  0.018335  0.509168",8,-2.937096517111111,0.0
286,Ti11O18,"Full Formula (Ti11 O18)
Reduced Formula: Ti11O18
abc   :   5.524177   8.806941   7.508491
angles:  66.921730  96.340258  74.475515
Sites (29)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.302579  0.002188  0.344683
  1  Ti    0.678978  0.999168  0.139635
  2  Ti    0.043527  0.317603  0.503161
  3  Ti    0.6415    0.333157  0.181046
  4  Ti    0.689405  0.996069  0.666815
  5  Ti    0.358418  0.673674  0.315112
  6  Ti    0.972205  0.662972  0.016142
  7  Ti    0.027159  0.329313  0.982008
  8  Ti    0.639054  0.336104  0.681358
  9  Ti    0.967184  0.667522  0.515428
 10  Ti    0.353406  0.683338  0.818675
 11  O     0.396796  0.208747  0.141292
 12  O     0.933473  0.12382   0.187331
 13  O     0.298057  0.10953   0.525945
 14  O     0.376013  0.563324  0.125815
 15  O     0.032862  0.251161  0.780921
 16  O     0.729424  0.226839  0.483297
 17  O     0.937512  0.433892  0.19185
 18  O     0.622014  0.108339  0.852622
 19  O     0.268734  0.460258  0.518856
 20  O     0.726519  0.542382  0.476495
 21  O     0.41494   0.886382  0.166079
 22  O     0.069245  0.55891   0.816018
 23  O     0.26666   0.770838  0.520429
 24  O     0.959264  0.770084  0.210688
 25  O     0.621873  0.440128  0.875493
 26  O     0.704507  0.897088  0.462046
 27  O     0.042372  0.864986  0.802895
 28  O     0.61731   0.782182  0.852371",1,-3.3650333177873555,0.0
287,Ti4O7,"Full Formula (Ti16 O28)
Reduced Formula: Ti4O7
abc   :   5.911346   7.443790  12.234153
angles:  97.046930  92.305158 111.823472
Sites (44)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.215096  0.646227  0.575107
  1  Ti    0.038271  0.317934  0.774331
  2  Ti    0.2287    0.594236  0.06484
  3  Ti    0.356278  0.550723  0.30646
  4  Ti    0.203418  0.169523  0.54573
  5  Ti    0.292888  0.020799  0.832401
  6  Ti    0.227347  0.137601  0.071718
  7  Ti    0.636372  0.927996  0.698404
  8  Ti    0.363629  0.072004  0.301596
  9  Ti    0.772653  0.862399  0.928282
 10  Ti    0.707112  0.979201  0.167599
 11  Ti    0.796582  0.830477  0.45427
 12  Ti    0.643722  0.449277  0.69354
 13  Ti    0.7713    0.405764  0.93516
 14  Ti    0.961729  0.682066  0.225669
 15  Ti    0.784904  0.353773  0.424893
 16  O     0.004956  0.511465  0.694719
 17  O     0.127375  0.896533  0.96297
 18  O     0.130734  0.454097  0.916166
 19  O     0.304437  0.91088   0.660216
 20  O     0.098301  0.355205  0.498356
 21  O     0.318748  0.777117  0.221596
 22  O     0.042902  0.982442  0.194016
 23  O     0.501037  0.878053  0.847865
 24  O     0.421994  0.709179  0.452367
 25  O     0.304454  0.276224  0.710033
 26  O     0.133589  0.974654  0.409753
 27  O     0.53143   0.647701  0.659807
 28  O     0.275477  0.407099  0.140367
 29  O     0.427924  0.235435  0.949443
 30  O     0.572076  0.764565  0.050557
 31  O     0.724523  0.592901  0.859633
 32  O     0.46857   0.352299  0.340193
 33  O     0.866411  0.025346  0.590247
 34  O     0.695546  0.723776  0.289967
 35  O     0.578006  0.290821  0.547633
 36  O     0.498963  0.121947  0.152135
 37  O     0.957098  0.017558  0.805984
 38  O     0.681252  0.222883  0.778404
 39  O     0.901699  0.644795  0.501644
 40  O     0.695563  0.08912   0.339784
 41  O     0.869266  0.545903  0.083834
 42  O     0.872625  0.103467  0.03703
 43  O     0.995044  0.488535  0.305281",2,-3.338566849356061,0.0
288,Ti11O14,"Full Formula (Ti11 O14)
Reduced Formula: Ti11O14
abc   :   5.108224  10.703937   5.076618
angles: 103.771241 109.123211  85.354807
Sites (25)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.013939  0.718901  0.870712
  1  Ti    0.994578  0.144779  0.571228
  2  Ti    0.999576  0.425858  0.712835
  3  Ti    0.505925  0.015838  0.504072
  4  Ti    0.499124  0.866876  0.936272
  5  Ti    0.499966  0.555702  0.779542
  6  Ti    0.998115  0.285616  0.14202
  7  Ti    0.005737  0.850367  0.422126
  8  Ti    0.499422  0.431534  0.21679
  9  Ti    0.502711  0.138371  0.078105
 10  Ti    0.490958  0.705381  0.338057
 11  O     0.254871  0.284582  0.895843
 12  O     0.243025  0.002525  0.744083
 13  O     0.751343  0.425095  0.965866
 14  O     0.751244  0.145458  0.827679
 15  O     0.246821  0.146617  0.322087
 16  O     0.246608  0.425251  0.460551
 17  O     0.266022  0.712122  0.616259
 18  O     0.742336  0.286302  0.393972
 19  O     0.262036  0.863943  0.190564
 20  O     0.768303  0.998903  0.251172
 21  O     0.758912  0.572099  0.539153
 22  O     0.235649  0.566693  0.031697
 23  O     0.739218  0.854941  0.665746
 24  O     0.741724  0.711992  0.09481",1,-3.1136370048333335,0.0
289,TiO,"Full Formula (Ti21 O21)
Reduced Formula: TiO
abc   :   4.280320  20.833690   5.829264
angles: 106.566034  90.247971 114.052884
Sites (42)
  #  SP            a         b          c
---  ----  ---------  --------  ---------
  0  Ti     0.979355  0.005596   0.493833
  1  Ti    -0         0.75       0.5
  2  Ti    -0         0.75      -0
  3  Ti     0.365554  0.917338   0.170352
  4  Ti     0.364398  0.918778   0.679655
  5  Ti     0.020645  0.494404   0.506167
  6  Ti     0.368505  0.658229   0.159563
  7  Ti     0.385165  0.663179   0.660741
  8  Ti     0.614835  0.836821   0.339259
  9  Ti     0.631495  0.841771   0.840437
 10  Ti    -0         0.25       0.5
 11  Ti     0.295156  0.411032   0.176238
 12  Ti     0.313064  0.42007    0.671437
 13  Ti     0.635602  0.581222   0.320345
 14  Ti     0.634446  0.582662   0.829648
 15  Ti     0.343191  0.169192   0.165035
 16  Ti     0.355437  0.174049   0.671241
 17  Ti     0.644563  0.325951   0.328759
 18  Ti     0.656809  0.330808   0.834965
 19  Ti     0.686936  0.07993    0.328563
 20  Ti     0.704844  0.088968   0.823762
 21  O      0.115054  0.835622   0.837915
 22  O      0.098434  0.833595   0.337864
 23  O      0.471091  0.999158   0.507851
 24  O      0.13639   0.580458   0.823424
 25  O      0.134782  0.577283   0.332347
 26  O      0.5       0.75       0.5
 27  O      0.5       0.75      -0
 28  O      0.865218  0.922717   0.667653
 29  O      0.86361   0.919542   0.176576
 30  O      0.160365  0.334318   0.833442
 31  O      0.149918  0.32852    0.334618
 32  O      0.528909  0.500842   0.492149
 33  O      0.901566  0.666405   0.662136
 34  O      0.884946  0.664378   0.162085
 35  O      0.200254  0.087691   0.82771
 36  O      0.198123  0.087196   0.331661
 37  O      0.5       0.25      -0
 38  O      0.801877  0.412804   0.668339
 39  O      0.799746  0.412309   0.17229
 40  O      0.850082  0.17148    0.665382
 41  O      0.839635  0.165682   0.166558",2,-2.7250421922916663,0.0
290,TiO,"Full Formula (Ti6 O6)
Reduced Formula: TiO
abc   :   2.820790  22.408916  21.316682
angles:   6.824953  62.416047  63.867053
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.006008  0.147114  0.994008
  1  Ti    0.043892  0.317078  0.956098
  2  Ti    0.027132  0.590806  0.97288
  3  Ti    0.972802  0.40915   0.027183
  4  Ti    0.955649  0.682595  0.044362
  5  Ti    0.994413  0.853182  0.005573
  6  O     0.420392  0.014533  0.579644
  7  O     0.578703  0.270488  0.421309
  8  O     0.386411  0.27603   0.613573
  9  O     0.613721  0.72406   0.386298
 10  O     0.421421  0.729598  0.57857
 11  O     0.579455  0.985365  0.420502",139,-2.740104236458334,0.0
291,Ti8O13,"Full Formula (Ti8 O13)
Reduced Formula: Ti8O13
abc   :   6.502082   6.502082   6.502082
angles:  73.643386  73.643389  73.643384
Sites (21)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.056694  0.316004  0.876526
  1  Ti    0.2767    0.2767    0.2767
  2  Ti    0.316004  0.876526  0.056694
  3  Ti    0.123474  0.943306  0.683996
  4  Ti    0.876526  0.056694  0.316004
  5  Ti    0.683996  0.123474  0.943306
  6  Ti    0.7233    0.7233    0.7233
  7  Ti    0.943306  0.683996  0.123474
  8  O     0         0         0
  9  O     0.169993  0.258367  0.579982
 10  O     0.040482  0.643617  0.79632
 11  O     0.258367  0.579982  0.169993
 12  O     0.20368   0.959518  0.356383
 13  O     0.356383  0.20368   0.959518
 14  O     0.579982  0.169993  0.258367
 15  O     0.420018  0.830007  0.741634
 16  O     0.643617  0.79632   0.040482
 17  O     0.79632   0.040482  0.643617
 18  O     0.741634  0.420018  0.830007
 19  O     0.959518  0.356383  0.20368
 20  O     0.830007  0.741634  0.420018",148,-3.3694625156944435,0.1144999999999996
292,TiO2,"Full Formula (Ti4 O8)
Reduced Formula: TiO2
abc   :   2.948195   5.017934  10.235223
angles:  90.000000  90.000000 107.083548
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.866912  0.733825  0.083142
  1  Ti    0.133088  0.266175  0.916858
  2  Ti    0.866912  0.733825  0.416858
  3  Ti    0.133088  0.266175  0.583142
  4  O     0.245599  0.491199  0.397134
  5  O     0.754401  0.508801  0.602866
  6  O     0.754401  0.508801  0.897134
  7  O     0.245599  0.491199  0.102866
  8  O     0.934234  0.86847   0.25
  9  O     0.065766  0.13153   0.75
 10  O     0.5       0         0
 11  O     0.5       0         0.5",63,-3.3716226530555566,2.6333
293,Ti9O17,"Full Formula (Ti18 O34)
Reduced Formula: Ti9O17
abc   :   5.576856   7.198356  14.900998
angles:  96.829103  90.620324 108.627942
Sites (52)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.703353  0.959236  0.520816
  1  O     0.296647  0.040764  0.479184
  2  O     0.956793  0.678696  0.542463
  3  O     0.043207  0.321304  0.457537
  4  O     0.457581  0.604622  0.570594
  5  O     0.542419  0.395378  0.429406
  6  O     0.647587  0.314604  0.59521
  7  O     0.352413  0.685396  0.40479
  8  O     0.105618  0.261095  0.640482
  9  O     0.894382  0.738905  0.359518
 10  O     0.386731  0.948676  0.657913
 11  O     0.613269  0.051325  0.342087
 12  O     0.859938  0.886735  0.691327
 13  O     0.140062  0.113265  0.308673
 14  O     0.520908  0.559245  0.755134
 15  O     0.479092  0.440755  0.244866
 16  O     0.045013  0.614347  0.727506
 17  O     0.954987  0.385653  0.272494
 18  O     0.641259  0.832638  0.009998
 19  O     0.358741  0.167362  0.990002
 20  O     0.125718  0.787402  0.037328
 21  O     0.874282  0.212598  0.962672
 22  O     0.291391  0.511199  0.079731
 23  O     0.708609  0.488801  0.920269
 24  O     0.77384   0.465676  0.106587
 25  O     0.22616   0.534324  0.893413
 26  O     0.059888  0.133805  0.127177
 27  O     0.940112  0.866195  0.872823
 28  O     0.542104  0.086913  0.154975
 29  O     0.457896  0.913087  0.845025
 30  O     0.713933  0.811664  0.194646
 31  O     0.286067  0.188336  0.805354
 32  O     0.193232  0.761151  0.224395
 33  O     0.806768  0.238848  0.775605
 34  Ti    0         0.5       0
 35  Ti    0         0         0
 36  Ti    0.30312   0.810476  0.540367
 37  Ti    0.69688   0.189524  0.459633
 38  Ti    0.30305   0.312641  0.542731
 39  Ti    0.69695   0.687359  0.457269
 40  Ti    0.749773  0.599787  0.659362
 41  Ti    0.250227  0.400213  0.340638
 42  Ti    0.749492  0.095951  0.659913
 43  Ti    0.250508  0.904049  0.340087
 44  Ti    0.172719  0.407821  0.774122
 45  Ti    0.827281  0.592179  0.225878
 46  Ti    0.16889   0.90707   0.773325
 47  Ti    0.83111   0.09293   0.226675
 48  Ti    0.584607  0.205113  0.886954
 49  Ti    0.415393  0.794887  0.113046
 50  Ti    0.59128   0.707276  0.886825
 51  Ti    0.40872   0.292724  0.113175",2,-3.4654096077403844,0.0
